Position_um,WT_Mean,WT_SD,KO_Mean,KO_SD
-321.969681,16.6811115324063,3.80921393318336,15.3031449620118,2.87979155732611
-309.343419,17.372414227346,3.89006313816021,15.832476932491,2.9099401571087
-296.717157,18.6152387847266,3.98917360725965,16.1723326200971,2.69829815307206
-284.090895,20.4368212320167,4.69521695450103,17.2600210231324,2.67526214819798
-271.464633,23.802117096075,6.54416542376402,18.9594025414442,2.77132068486741
-258.838371,30.1275536811171,10.0063461024957,21.216831251468,3.46907472294779
-246.212109,36.1122783338404,11.2442835428664,25.9036118550504,5.25704217727263
-233.585847,41.5173526166581,10.5392154896721,30.2794287013134,7.76532516254263
-220.959585,48.4447361839229,11.8210256441567,33.8906549235511,7.9624169301425
-208.333323,49.6438292214927,10.2455451073769,35.6594094712104,7.67693931243978
-195.707061,50.8881309871428,10.0139152096189,39.8677503117909,5.86392956932958
-183.080799,52.4588034548288,12.3831462321695,40.965466953626,8.33459226329619
-170.454537,48.6833053194423,11.1023624169672,41.295530014504,7.47560304434754
-157.828275,47.9781845721486,9.24704846909297,40.9736839246248,7.38976943993969
-145.202013,46.8385183922527,7.64971742181722,38.7000568846748,7.07523616982662
-132.575751,45.9768597311538,5.89252202516405,36.137009866207,5.40411840994076
-119.949489,46.1949172143481,8.34620571228827,34.6713555229757,5.72499342118238
-107.323227,45.1827217980385,6.76848015372897,33.4670096929629,4.70395577677506
-94.696965,42.6526333345041,5.9528691553684,34.0105814680227,6.03579114133572
-82.070703,39.3584588935865,5.63053218135488,33.4996714163959,6.5182633078939
-69.444441,35.7880772814503,5.26188733912143,30.5876976455634,4.98462043024422
-56.818179,32.014256392953,4.76410011315162,27.6628388395624,5.18871055143647
-44.191917,28.3847710624518,5.11925012292584,25.7573556615714,4.93734209657263
-31.565655,24.5596479617626,4.22825381362583,23.7699089341539,4.11764810484769
-18.939393,20.6456769386992,3.28421337480996,20.7801242766577,2.90438171620332
-6.313131,19.3110346548194,1.92768269291808,18.4222659210915,3.08984450034272
6.313131,20.4119702804002,1.53101151772658,20.6982343560035,1.69175821748185
18.939393,23.7736500617155,3.64037988234377,24.241707381886,3.82304149057257
31.565655,27.5091404731374,6.02734402948165,27.8550541127685,5.69407673072687
44.191917,31.4606572063831,6.35569116783347,32.6981780516478,8.00648970570758
56.818179,34.7439680114857,5.81300367152329,33.6262245503829,6.13580074333906
69.444441,37.6996924952471,5.60538117132424,34.7952432954022,5.01094027444021
82.070703,40.6561709707295,6.75274844470433,40.5264333096081,7.89671935554664
94.696965,41.3874198392894,7.8074600839683,43.1442601347353,7.36353959442588
107.323227,40.4552244833232,7.71742057404825,45.7808917483315,9.23995879958446
119.949489,41.0551095290033,8.62788328769359,50.080620621205,10.0372147368208
132.575751,42.8385307626652,8.54551952488435,53.7655934218702,12.5869012109517
145.202013,45.894197618408,8.27711977232542,59.1309073403068,14.6790231853824
157.828275,48.0188231871452,9.2129251786688,57.5147852378155,13.7974267660644
170.454537,50.5909043732565,9.0833239936257,57.60259491177,13.0815485891336
183.080799,49.9365164974675,8.580061948342,55.9279968382451,9.67737167363183
195.707061,48.8914993599206,9.88530027913846,53.3404019870619,8.26004649756835
208.333323,43.8416167279797,12.0428832832669,46.8809792366374,7.59711972407503
220.959585,39.2358506072204,11.6564939196793,38.0537729721283,9.62700053349946
233.585847,31.3392799269081,9.57593640957303,31.0375841706317,11.6016952404008
246.212109,25.8050576336147,7.80221221664775,25.0753323429059,9.08416949835241
258.838371,20.9456887056769,4.79615932306388,21.3497606371441,5.47733654825733
271.464633,18.6048060013235,4.58999323618045,18.8675285592537,4.23091589195052
284.090895,17.8763268982689,4.26597843245476,17.3761630487032,3.57041102483549
296.717157,17.1533411634664,4.348562692155,16.7090716450789,3.25717868338487
309.343419,16.4807959360318,4.24441048099785,16.4098590398331,3.25987541609492
