Position_um,WT_Mean,WT_SD,KO_Mean,KO_SD
-321.969681,26.1114563237158,7.50808140337303,23.3122281475175,3.38560140362562
-309.343419,26.7139012362746,7.39641493422113,24.0581509468877,3.51578652141282
-296.717157,27.4820550639784,7.10144063621147,24.7256801200286,2.99918017367741
-284.090895,29.7735395831821,7.07546668520485,26.7589283758971,3.04405350317296
-271.464633,33.139027418582,7.56055397326904,30.2559941158364,4.63442483064202
-258.838371,39.6675970222028,9.69267747377715,35.9070630155476,6.97165865496438
-246.212109,46.0537923127872,10.0541207459139,44.2463312624479,9.43000834521841
-233.585847,51.4470105351809,10.5232899855952,51.9706296992473,10.2131401939479
-220.959585,55.757489923666,9.88497441675799,58.8363477391459,10.8373496228813
-208.333323,58.5317813213697,9.45108708379989,61.3571495703537,10.2548187908265
-195.707061,61.3256179413524,12.0629837321378,65.2105898631801,7.42365499904383
-183.080799,62.4872556521342,13.4208771259537,65.9250408658601,9.62627462542075
-170.454537,59.9468421182996,12.5507751671139,66.1369004385088,9.63697982711128
-157.828275,57.179158867176,12.1375623742118,65.0782274905356,9.75733002735077
-145.202013,56.0001963777346,9.87415342895001,62.690426243312,9.76045416772998
-132.575751,55.920021078182,10.5980425553843,59.010459770264,10.0080085173977
-119.949489,54.790652928265,10.25236793035,55.0043008222698,8.32960854855092
-107.323227,52.8849405717842,11.1770822240254,54.0229445188901,5.66349198113396
-94.696965,50.9385023541875,8.45593932767012,53.1173625160327,5.68073037471755
-82.070703,48.0943799990625,7.13650910385497,49.7842107218454,6.64610732513065
-69.444441,43.9532393527171,5.78598443360963,45.6830380606501,6.81007857717645
-56.818179,41.5838132736498,5.45703396281214,41.5508722612694,6.59205176653478
-44.191917,36.8774301174235,5.42799368593273,37.5805994050652,5.69864851857113
-31.565655,32.5548380095532,4.72393843208852,34.1281818667672,5.1482220250708
-18.939393,28.2346790824156,2.13760791973046,31.0433075798013,1.65146573307574
-6.313131,28.7347043710185,2.67203257354702,28.7978673495447,4.14252666105955
6.313131,30.4490862862783,0.967346171497209,29.2571268888228,1.1646961651205
18.939393,32.8423123298894,3.57421085507648,31.162480251425,3.63052037363178
31.565655,35.6946915442221,5.9320540952466,33.6061116948046,5.0180311122578
44.191917,40.1812374860532,7.80973369581659,37.7868746284912,7.07952242207161
56.818179,44.5559368905979,7.6727966252345,39.4187677280918,6.43987624964694
69.444441,48.2819210604538,7.96045085472995,41.8768519991022,7.01926392638451
82.070703,50.8362555791362,7.53128694872549,46.0538787372375,9.04821210155809
94.696965,53.5439203721868,8.69460378612478,46.5677452342707,7.72476310831557
107.323227,53.2550100763362,7.78684787145012,48.1482756170932,8.34525193084047
119.949489,53.0438418993055,9.00499832254375,50.0026385528654,8.18585007472484
132.575751,53.3513932847038,8.206094763347,50.6240436606418,9.34100923853976
145.202013,55.1352338674367,7.40730701576085,50.9486406072385,9.66490018065925
157.828275,54.8206089730231,7.30371421720913,50.3273551640883,7.54938648359498
170.454537,56.0352980014194,6.67195126409732,49.0847576856488,6.33573395814587
183.080799,55.3616260441336,5.08958870367358,47.3780343064658,5.58269539525044
195.707061,55.5516667666056,4.31715674652053,44.7274628361812,4.97209625806738
208.333323,50.7738172364,8.63622491761469,40.4817220104692,4.98308668142291
220.959585,46.4377030257694,7.12445077350852,35.7056408575174,7.78956241046978
233.585847,39.290600265401,6.68765547034089,31.5656170810164,8.75395164404018
246.212109,34.7476125082132,6.424404764973,28.074468092039,6.50529188087912
258.838371,30.3205398856025,5.30742826497588,25.2923586054236,3.59759007778304
271.464633,27.042819405484,4.9782110993429,23.8006592634487,3.10502289761771
284.090895,25.5215496047686,5.21996364739096,23.1998231753088,2.82884306718148
296.717157,24.7329464220545,5.44601808445483,22.633636644488,2.67194084173707
309.343419,23.5396773617477,5.02903188466458,22.071266085636,2.90656776427151
